year  mon  -82.5/   -20.0/    20.0/   -82.5/    60.0/   -82.5/    Cont.      0.0/   -82.5/
 2003 12   -0.304   -0.661    0.034   -0.268    2.130    0.083    0.814   -0.192   -0.417
 2004  1   -0.449   -1.365    0.486   -0.418    7.206   -0.267   -1.863   -0.164   -0.733
 2004  2   -0.469   -0.526   -0.916    0.040    1.947   -0.538   -1.750   -0.813   -0.124
 2004  3   -0.293   -0.179   -0.771    0.065   -1.865    0.092   -0.923   -0.572   -0.014
 2004  4   -0.116    0.036   -0.382   -0.011   -2.866    1.116    0.200   -0.218   -0.014
 2004  5   -0.132   -0.070   -0.106   -0.222    0.378    1.611   -0.276   -0.076   -0.188
 2004  6   -0.065    0.266    0.130   -0.609    0.116    0.640    0.429    0.222   -0.353
 2004  7   -0.054    0.179    0.104   -0.457    0.130    0.930    0.308    0.164   -0.271
 2004  8   -0.124   -0.352   -0.171    0.164   -0.239    0.878    0.738   -0.218   -0.030
 2004  9   -0.148   -0.298   -0.335    0.195   -0.173    1.879   -0.325   -0.279   -0.018
 2004 10   -0.257   -0.750   -0.236    0.241    0.271    4.185    0.009   -0.366   -0.148
 2004 11   -0.252   -0.363    0.037   -0.424    1.245    0.032   -0.483   -0.079   -0.424
 2004 12   -0.231    0.030   -0.594   -0.143   -2.942    0.070   -0.361   -0.349   -0.114
 2005  1   -0.172    0.192   -0.447   -0.278   -5.470   -0.255   -1.388   -0.191   -0.152
 2005  2   -0.064   -0.093   -0.101    0.006   -5.140    0.089   -0.238   -0.084   -0.043
 2005  3   -0.164   -0.853    0.738   -0.342    2.073   -0.488    1.350    0.198   -0.527
 2005  4   -0.306   -0.769    0.317   -0.441    2.109   -0.149    0.146   -0.070   -0.542
 2005  5   -0.329   -0.771   -0.114   -0.078   -0.324   -0.227    0.187   -0.344   -0.314
 2005  6   -0.386   -1.169   -0.445    0.497   -0.332    0.191   -0.393   -0.709   -0.064
 2005  7   -0.406   -1.096   -0.529    0.442   -0.441   -0.048   -0.696   -0.723   -0.089
 2005  8   -0.403   -1.141   -0.432    0.404   -0.456   -0.645   -0.459   -0.682   -0.124
 2005  9   -0.417   -1.158   -0.506    0.450   -0.568    0.984   -0.501   -0.737   -0.098
 2005 10   -0.442   -1.002   -0.485    0.190   -0.147    1.555   -0.775   -0.661   -0.224
 2005 11   -0.493   -1.306   -0.297    0.169    0.616    2.707   -0.389   -0.643   -0.342
 2005 12   -0.396   -1.055    0.008   -0.107    0.292   -0.384    0.060   -0.347   -0.446
 2006  1   -0.577   -1.219    0.320   -0.798    6.172   -0.262   -0.458   -0.226   -0.929
 2006  2   -0.584   -0.851   -0.803   -0.084    3.706   -0.334   -2.752   -0.826   -0.341
 2006  3   -0.483   -0.044   -1.181   -0.246   -2.442    0.596   -1.358   -0.757   -0.208
 2006  4   -0.286    0.190   -0.567   -0.507   -2.357   -0.617   -1.203   -0.283   -0.289
 2006  5   -0.220    0.159   -0.329   -0.512   -1.096    0.161    0.014   -0.142   -0.298
 2006  6   -0.176    0.261    0.031   -0.844    0.062   -0.295    0.075    0.146   -0.499
 2006  7   -0.061    0.448    0.345   -1.004    0.339   -0.609    0.074    0.410   -0.531
 2006  8   -0.155    0.422    0.226   -1.142    0.073   -1.783    0.151    0.329   -0.638
 2006  9   -0.303    0.402    0.117   -1.468   -0.084   -3.649    1.077    0.237   -0.844
 2006 10   -0.411   -0.014    0.143   -1.384    0.779   -4.147    0.002    0.104   -0.927
 2006 11   -0.371    0.235   -0.251   -1.130   -1.714   -5.474    0.319   -0.067   -0.675
 2006 12   -0.390   -0.276   -0.203   -0.699   -1.466   -0.845    1.109   -0.213   -0.568
 2007  1   -0.224   -0.328    0.170   -0.508   -0.329   -0.583    1.679    0.019   -0.467
 2007  2   -0.227   -0.397    0.193   -0.468   -0.876    0.070    0.135    0.001   -0.455
 2007  3   -0.276   -0.272    0.127   -0.681   -0.593   -0.405   -0.223   -0.001   -0.550
 2007  4   -0.249   -0.267   -0.083   -0.397   -1.195   -0.635    0.035   -0.136   -0.363
 2007  5   -0.276   -0.273   -0.087   -0.468    0.745   -1.167   -0.272   -0.156   -0.396
 2007  6   -0.328   -0.531   -0.328   -0.113   -0.329   -0.832   -0.233   -0.425   -0.232
 2007  7   -0.430   -1.410   -0.667    0.838   -0.332    0.772   -0.740   -0.947    0.086
 2007  8   -0.449   -0.937   -0.556    0.173   -0.280    0.045   -1.215   -0.688   -0.211
 2007  9   -0.459   -0.922   -0.546    0.116   -0.099    1.321   -0.739   -0.670   -0.248
 2007 10   -0.470   -1.085   -0.702    0.408    0.379    3.177   -1.567   -0.822   -0.119
 2007 11   -0.332   -0.275   -0.396   -0.326    0.609   -2.052   -0.488   -0.345   -0.318
 2007 12   -0.256    0.168   -0.734   -0.226   -2.183   -1.223    0.614   -0.418   -0.096
 2008  1   -0.319   -0.209   -0.337   -0.417   -2.101   -0.011    2.215   -0.282   -0.356
 2008  2   -0.365   -0.225   -0.495   -0.381    0.950   -0.040    1.015   -0.422   -0.307
 2008  3   -0.407   -0.084   -0.732   -0.422    2.057   -0.305   -0.823   -0.529   -0.285
 2008  4   -0.415   -0.057   -0.954   -0.255   -0.311   -0.860   -1.012   -0.657   -0.174
 2008  5   -0.392   -0.121   -0.802   -0.267   -1.676   -0.015   -0.609   -0.579   -0.205
 2008  6   -0.374    0.096   -0.510   -0.732   -0.507    0.005   -0.251   -0.277   -0.472
 2008  7   -0.361    0.420   -0.234   -1.313   -0.289   -1.130   -0.198    0.032   -0.755
 2008  8   -0.363    0.593   -0.191   -1.543   -0.162   -1.464    0.039    0.099   -0.826
 2008  9   -0.411    0.341   -0.243   -1.372   -0.138   -2.953   -0.435   -0.038   -0.785
 2008 10   -0.456   -0.134   -0.599   -0.653   -0.484   -1.072   -0.690   -0.423   -0.490
 2008 11   -0.473   -0.233   -0.255   -0.943   -0.271   -3.480    0.138   -0.251   -0.694
 2008 12   -0.467   -0.188   -0.386   -0.841   -0.263   -2.506    0.787   -0.308   -0.626
 2009  1   -0.452   -0.294   -0.110   -0.960    0.877   -0.498   -2.128   -0.148   -0.756
 2009  2   -0.563   -1.261    0.792   -1.182    9.107   -0.546   -1.326    0.073   -1.197
 2009  3   -0.407   -0.212   -0.618   -0.402   -0.467   -0.394   -0.942   -0.460   -0.355
 2009  4   -0.157    0.133   -0.455   -0.167   -3.272   -0.781    0.447   -0.252   -0.063
 2009  5   -0.145   -0.115   -0.305   -0.017   -1.031   -0.422   -0.388   -0.240   -0.051
 2009  6   -0.271   -0.685   -0.077   -0.030   -0.392   -0.065   -0.074   -0.275   -0.269
 2009  7   -0.319   -0.373    0.124   -0.706   -0.211   -0.475    0.683   -0.038   -0.600
 2009  8   -0.229   -0.127    0.108   -0.672   -0.110   -1.771    0.583    0.017   -0.474
 2009  9   -0.233   -0.569   -0.038   -0.075   -0.192   -1.552   -0.245   -0.223   -0.243
 2009 10   -0.249   -0.928   -0.134    0.350   -0.388    1.686    0.322   -0.406   -0.092
 2009 11   -0.323   -0.857    0.285   -0.367    3.175   -1.513   -0.070   -0.088   -0.556
 2009 12   -0.334   -1.446    0.729   -0.228    0.427    1.485    0.267    0.004   -0.673
 2010  1   -0.368   -0.672   -0.199   -0.217   -0.945   -0.040    1.828   -0.370   -0.367
 2010  2   -0.358   -1.717    1.230   -0.512    5.152   -0.191    2.080    0.219   -0.933
 2010  3   -0.273   -0.953    0.202   -0.033    1.640    0.286    0.049   -0.199   -0.348
 2010  4   -0.156   -0.563    0.007    0.110   -1.205   -0.094    0.393   -0.198   -0.113
 2010  5   -0.032   -0.375    0.396   -0.097   -0.800   -1.157    1.056    0.104   -0.167
 2010  6   -0.075   -0.204    0.325   -0.338    0.084   -0.754    0.053    0.128   -0.279
 2010  7   -0.181   -0.417   -0.119    0.004   -0.024    0.805   -0.354   -0.225   -0.137
 2010  8   -0.186   -0.421   -0.203    0.080    0.120    1.496   -0.457   -0.286   -0.085
 2010  9   -0.165    0.251   -0.050   -0.719    0.055    0.347   -0.062    0.045   -0.375
 2010 10   -0.148    0.632   -0.086   -1.034    0.099   -1.682   -0.075    0.137   -0.433
 2010 11   -0.055    1.149   -0.068   -1.309   -0.172   -5.075   -0.061    0.318   -0.426
 2010 12   -0.031    1.029   -0.048   -1.133   -0.778   -3.890   -0.331    0.285   -0.348
 2011  1   -0.148    0.739   -0.302   -0.929   -1.296   -0.758    0.062    0.014   -0.311
 2011  2   -0.108    1.148   -1.024   -0.512   -5.238   -0.104   -0.192   -0.327    0.112
 2011  3   -0.141    1.174   -1.447   -0.221   -7.323   -0.196    0.391   -0.581    0.298
 2011  4   -0.465   -0.188   -0.456   -0.766    2.210   -0.823   -0.441   -0.401   -0.528
 2011  5   -0.604   -0.671   -0.363   -0.774    1.173   -0.488   -0.510   -0.495   -0.713
 2011  6   -0.522   -0.344   -0.471   -0.761   -0.383   -1.526   -0.433   -0.438   -0.607
 2011  7   -0.439   -0.646   -0.602   -0.058   -0.491   -0.207   -1.343   -0.598   -0.280
 2011  8   -0.373   -0.342   -0.384   -0.395   -0.555   -1.736   -0.679   -0.355   -0.392
 2011  9   -0.358    0.136   -0.166   -1.071   -0.284   -3.205    0.162   -0.053   -0.663
 2011 10   -0.383   -0.130   -0.220   -0.814    0.213   -4.322   -0.116   -0.191   -0.575
 2011 11   -0.434   -0.039   -0.366   -0.919   -2.211   -4.164   -0.022   -0.251   -0.616
 2011 12   -0.322    0.267   -1.151   -0.116   -3.395   -0.758    0.196   -0.655    0.010
 2012  1   -0.509   -1.068    0.376   -0.804    2.202    0.128    1.508   -0.117   -0.900
 2012  2   -0.615   -0.708   -0.549   -0.581    1.585   -0.268   -1.178   -0.589   -0.641
 2012  3   -0.553   -0.412   -0.641   -0.614   -0.279   -0.118   -1.570   -0.533   -0.573
 2012  4   -0.481   -0.670    0.019   -0.782    0.643    0.026   -0.792   -0.193   -0.769
 2012  5   -0.419   -0.326   -0.226   -0.709   -0.430   -0.904   -0.392   -0.260   -0.577
 2012  6   -0.289   -0.078   -0.146   -0.653   -0.584   -0.940   -0.064   -0.132   -0.446
 2012  7   -0.343   -0.628   -0.360   -0.025   -0.380    0.139   -0.659   -0.459   -0.226
 2012  8   -0.379   -0.740   -0.442    0.063   -0.338    0.951   -0.410   -0.542   -0.217
 2012  9   -0.331   -0.632   -0.391    0.044   -0.401    1.505   -0.060   -0.473   -0.190
 2012 10   -0.367   -1.462   -0.640    1.059   -0.980    6.888   -0.146   -0.912    0.178
 2012 11   -0.354   -1.127   -0.546    0.653   -3.004    4.985   -0.608   -0.727    0.020
 2012 12   -0.413   -0.577   -1.017    0.363   -0.391    1.500   -0.743   -0.863    0.038
 2013  1   -0.426   -1.531    0.585   -0.273    8.082   -0.119   -3.319   -0.174   -0.678
 2013  2   -0.398   -0.598   -0.970    0.385    2.022    0.466   -1.148   -0.873    0.076
 2013  3   -0.247   -0.173   -0.859    0.287   -3.876    0.144   -0.186   -0.628    0.133
 2013  4   -0.199   -0.318   -0.238   -0.034   -3.726   -0.547    0.466   -0.260   -0.138
 2013  5   -0.213   -0.230    0.168   -0.576    0.736   -1.017    0.238    0.040   -0.466
 2013  6   -0.165    0.217    0.056   -0.787    0.515   -1.193    0.109    0.126   -0.457
 2013  7   -0.116    0.370    0.146   -0.890    0.341   -1.043    0.107    0.248   -0.480
 2013  8   -0.153    0.225   -0.046   -0.658    0.124   -1.121    0.087    0.071   -0.377
 2013  9   -0.237   -0.239   -0.357   -0.117    0.148    1.308   -0.941   -0.296   -0.179
 2013 10   -0.232   -0.410   -0.683    0.406    0.068    4.292   -0.451   -0.564    0.100
 2013 11   -0.154   -0.048   -0.621    0.202   -1.177    4.279   -0.997   -0.396    0.089
 2013 12   -0.106    0.444   -0.859    0.066   -4.429    0.912   -0.802   -0.388    0.174
 2014  1   -0.097    0.124    0.052   -0.478   -1.992   -0.422   -0.667    0.077   -0.271
 2014  2   -0.129    0.202   -0.205   -0.400   -2.280    0.167    0.873   -0.078   -0.179
 2014  3   -0.069   -0.012    0.151   -0.347   -0.130    0.093    1.397    0.075   -0.212
 2014  4   -0.127   -0.461    0.342   -0.243    3.035    0.335   -0.079    0.027   -0.280
 2014  5   -0.232   -0.464   -0.148   -0.071    0.956   -0.202   -0.365   -0.270   -0.194
 2014  6   -0.182   -0.326   -0.056   -0.157    0.149   -0.777    0.188   -0.166   -0.200
 2014  7   -0.237   -0.658   -0.280    0.249   -0.317   -0.363    0.001   -0.434   -0.040
 2014  8   -0.279   -0.535   -0.533    0.245   -0.390    0.015   -0.262   -0.549   -0.009
 2014  9   -0.374   -0.714   -0.568    0.176   -0.055    0.483   -1.297   -0.620   -0.128
 2014 10   -0.367   -0.933   -0.625    0.486   -0.257    2.276   -1.097   -0.740    0.005
 2014 11   -0.357   -0.794   -0.229   -0.024    0.032    0.492   -0.085   -0.416   -0.297
 2014 12   -0.301   -0.596   -0.134   -0.158   -0.522    0.216   -0.477   -0.273   -0.330
 2015  1   -0.314   -0.900    0.534   -0.543    3.744   -0.148   -1.910    0.061   -0.689
 2015  2   -0.286   -0.151   -0.494   -0.220   -2.541    0.207   -0.215   -0.346   -0.226
 2015  3   -0.186    0.075   -0.678    0.032   -3.662   -0.086   -0.112   -0.401    0.029
 2015  4   -0.299   -0.698    0.111   -0.289    2.839    0.437   -0.186   -0.164   -0.434
 2015  5   -0.229   -0.352    0.029   -0.356    1.394   -0.367   -0.162   -0.123   -0.335
 2015  6   -0.154   -0.321   -0.016   -0.115    0.734    0.342   -0.792   -0.129   -0.180
 2015  7   -0.053   -0.075    0.288   -0.374    0.479   -0.510    0.314    0.157   -0.264
