year  mon  -82.5/   -20.0/    20.0/   -82.5/    60.0/   -82.5/    Cont.      0.0/   -82.5/
 2003  5   -0.232   -0.164   -0.141   -0.396    0.755   -0.644   -0.248   -0.145   -0.320
 2003  6   -0.226    0.021   -0.088   -0.625    0.070   -1.581    0.223   -0.040   -0.413
 2003  7   -0.331   -0.305   -0.049   -0.641   -0.203   -0.886   -0.309   -0.134   -0.528
 2003  8   -0.383   -0.213   -0.113   -0.833   -0.363   -1.509   -0.319   -0.158   -0.609
 2003  9   -0.516   -0.527   -0.457   -0.563   -0.249   -1.570   -0.027   -0.485   -0.547
 2003 10   -0.609   -1.332   -0.623    0.168    0.522    2.505   -1.431   -0.872   -0.346
 2003 11   -0.571   -1.224   -0.370   -0.084   -0.464    1.634   -0.276   -0.664   -0.477
 2003 12   -0.525   -0.942    0.074   -0.683    2.378   -0.680    1.106   -0.260   -0.789
 2004  1   -0.699   -1.632    0.406   -0.821    8.094   -0.579   -2.203   -0.304   -1.094
 2004  2   -0.704   -0.764   -1.077   -0.267    2.865   -0.772   -1.989   -0.997   -0.411
 2004  3   -0.509   -0.296   -1.045   -0.199   -2.004   -0.095   -1.268   -0.782   -0.236
 2004  4   -0.295   -0.018   -0.632   -0.250   -3.589    0.915   -0.007   -0.395   -0.195
 2004  5   -0.290   -0.123   -0.317   -0.438    0.045    1.433   -0.435   -0.231   -0.349
 2004  6   -0.222    0.195   -0.071   -0.813   -0.113    0.377    0.264    0.072   -0.516
 2004  7   -0.221    0.011   -0.048   -0.637   -0.031    0.850    0.134    0.011   -0.452
 2004  8   -0.298   -0.540   -0.335   -0.005   -0.398    0.780    0.573   -0.388   -0.208
 2004  9   -0.351   -0.550   -0.550    0.057   -0.318    1.952   -0.479   -0.503   -0.200
 2004 10   -0.497   -1.056   -0.443    0.037    0.192    4.453   -0.244   -0.603   -0.392
 2004 11   -0.497   -0.604   -0.093   -0.790    1.246   -0.812   -0.651   -0.245   -0.749
 2004 12   -0.451   -0.252   -0.554   -0.558   -2.694   -0.693   -0.069   -0.416   -0.486
 2005  1   -0.422   -0.076   -0.527   -0.681   -4.582   -0.567   -1.728   -0.331   -0.512
 2005  2   -0.299   -0.332   -0.262   -0.301   -4.221   -0.145   -0.476   -0.268   -0.330
 2005  3   -0.381   -0.969    0.464   -0.606    1.934   -0.675    1.005   -0.012   -0.749
 2005  4   -0.485   -0.823    0.067   -0.680    1.386   -0.350   -0.061   -0.247   -0.723
 2005  5   -0.487   -0.824   -0.325   -0.294   -0.657   -0.405    0.028   -0.499   -0.475
 2005  6   -0.543   -1.240   -0.646    0.293   -0.562   -0.072   -0.557   -0.859   -0.227
 2005  7   -0.573   -1.264   -0.680    0.263   -0.602   -0.127   -0.869   -0.875   -0.270
 2005  8   -0.577   -1.329   -0.597    0.236   -0.615   -0.743   -0.623   -0.852   -0.301
 2005  9   -0.620   -1.410   -0.721    0.312   -0.713    1.057   -0.654   -0.960   -0.280
 2005 10   -0.682   -1.307   -0.692   -0.015   -0.227    1.824   -1.028   -0.897   -0.468
 2005 11   -0.738   -1.546   -0.427   -0.197    0.618    1.863   -0.557   -0.809   -0.667
 2005 12   -0.617   -1.337    0.047   -0.522    0.540   -1.147    0.352   -0.415   -0.819
 2006  1   -0.828   -1.487    0.240   -1.201    7.059   -0.574   -0.798   -0.366   -1.289
 2006  2   -0.819   -1.089   -0.964   -0.391    4.624   -0.568   -2.990   -1.010   -0.628
 2006  3   -0.698   -0.160   -1.455   -0.510   -2.581    0.410   -1.703   -0.967   -0.430
 2006  4   -0.465    0.136   -0.817   -0.746   -3.080   -0.818   -1.410   -0.460   -0.470
 2006  5   -0.378    0.106   -0.540   -0.727   -1.429   -0.017   -0.145   -0.297   -0.459
 2006  6   -0.333    0.190   -0.170   -1.047   -0.167   -0.558   -0.090   -0.004   -0.662
 2006  7   -0.228    0.280    0.193   -1.184    0.178   -0.689   -0.100    0.257   -0.712
 2006  8   -0.329    0.234    0.061   -1.311   -0.086   -1.880   -0.014    0.159   -0.816
 2006  9   -0.506    0.150   -0.098   -1.606   -0.229   -3.576    0.923    0.013   -1.026
 2006 10   -0.652   -0.319   -0.065   -1.589    0.700   -3.879   -0.252   -0.132   -1.171
 2006 11   -0.617   -0.005   -0.381   -1.497   -1.713   -6.318    0.151   -0.234   -1.000
 2006 12   -0.611   -0.557   -0.164   -1.114   -1.218   -1.608    1.400   -0.281   -0.940
 2007  1   -0.474   -0.595    0.089   -0.911    0.559   -0.895    1.339   -0.121   -0.828
 2007  2   -0.463   -0.635    0.032   -0.775    0.043   -0.163   -0.103   -0.183   -0.742
 2007  3   -0.492   -0.388   -0.147   -0.945   -0.733   -0.592   -0.568   -0.211   -0.772
 2007  4   -0.428   -0.322   -0.333   -0.636   -1.919   -0.836   -0.172   -0.313   -0.544
 2007  5   -0.434   -0.326   -0.298   -0.684    0.412   -1.345   -0.431   -0.311   -0.557
 2007  6   -0.485   -0.602   -0.529   -0.317   -0.559   -1.095   -0.398   -0.575   -0.395
 2007  7   -0.597   -1.579   -0.819    0.658   -0.493    0.692   -0.913   -1.100   -0.095
 2007  8   -0.623   -1.125   -0.721    0.004   -0.439   -0.052   -1.380   -0.857   -0.389
 2007  9   -0.662   -1.174   -0.761   -0.022   -0.244    1.394   -0.893   -0.894   -0.430
 2007 10   -0.710   -1.390   -0.909    0.204    0.300    3.445   -1.820   -1.058   -0.363
 2007 11   -0.577   -0.516   -0.526   -0.693    0.610   -2.896   -0.656   -0.511   -0.643
 2007 12   -0.476   -0.114   -0.694   -0.641   -1.935   -1.986    0.906   -0.485   -0.468
 2008  1   -0.569   -0.476   -0.417   -0.820   -1.213   -0.323    1.875   -0.422   -0.717
 2008  2   -0.600   -0.463   -0.656   -0.688    1.869   -0.273    0.777   -0.605   -0.595
 2008  3   -0.623   -0.200   -1.006   -0.686    1.918   -0.492   -1.168   -0.739   -0.507
 2008  4   -0.594   -0.111   -1.204   -0.494   -1.034   -1.061   -1.219   -0.833   -0.355
 2008  5   -0.550   -0.174   -1.013   -0.483   -2.010   -0.193   -0.768   -0.734   -0.366
 2008  6   -0.531    0.024   -0.711   -0.936   -0.737   -0.258   -0.416   -0.427   -0.635
 2008  7   -0.529    0.252   -0.386   -1.493   -0.450   -1.210   -0.372   -0.121   -0.936
 2008  8   -0.537    0.405   -0.355   -1.712   -0.321   -1.562   -0.125   -0.071   -1.004
 2008  9   -0.614    0.089   -0.458   -1.511   -0.283   -2.880   -0.588   -0.262   -0.967
 2008 10   -0.696   -0.440   -0.806   -0.857   -0.564   -0.804   -0.942   -0.659   -0.734
 2008 11   -0.718   -0.473   -0.386   -1.309   -0.270   -4.324   -0.030   -0.418   -1.019
 2008 12   -0.687   -0.469   -0.347   -1.256   -0.016   -3.269    1.079   -0.376   -0.998
 2009  1   -0.702   -0.561   -0.190   -1.363    1.764   -0.810   -2.468   -0.288   -1.116
 2009  2   -0.798   -1.499    0.631   -1.489   10.026   -0.780   -1.564   -0.111   -1.485
 2009  3   -0.623   -0.328   -0.891   -0.666   -0.606   -0.580   -1.287   -0.670   -0.577
 2009  4   -0.337    0.079   -0.705   -0.406   -3.995   -0.982    0.240   -0.429   -0.244
 2009  5   -0.304   -0.168   -0.516   -0.234   -1.364   -0.600   -0.547   -0.395   -0.212
 2009  6   -0.428   -0.756   -0.278   -0.234   -0.622   -0.328   -0.240   -0.425   -0.432
 2009  7   -0.486   -0.541   -0.028   -0.886   -0.372   -0.555    0.510   -0.191   -0.781
 2009  8   -0.403   -0.316   -0.057   -0.841   -0.269   -1.869    0.418   -0.153   -0.652
 2009  9   -0.436   -0.821   -0.253   -0.213   -0.337   -1.479   -0.399   -0.447   -0.425
 2009 10   -0.490   -1.233   -0.341    0.145   -0.467    1.954    0.069   -0.642   -0.337
 2009 11   -0.568   -1.097    0.155   -0.733    3.176   -2.358   -0.238   -0.255   -0.881
 2009 12   -0.555   -1.727    0.769   -0.644    0.674    0.722    0.559   -0.064   -1.046
 2010  1   -0.619   -0.940   -0.279   -0.620   -0.058   -0.352    1.488   -0.510   -0.727
 2010  2   -0.593   -1.955    1.069   -0.820    6.071   -0.425    1.842    0.035   -1.221
 2010  3   -0.489   -1.069   -0.072   -0.297    1.501    0.099   -0.296   -0.409   -0.570
 2010  4   -0.335   -0.617   -0.243   -0.129   -1.929   -0.295    0.186   -0.375   -0.294
 2010  5   -0.190   -0.428    0.184   -0.313   -1.134   -1.335    0.897   -0.051   -0.329
 2010  6   -0.232   -0.275    0.124   -0.543   -0.146   -1.017   -0.113   -0.022   -0.442
 2010  7   -0.348   -0.586   -0.271   -0.176   -0.185    0.725   -0.528   -0.379   -0.318
 2010  8   -0.360   -0.609   -0.368   -0.089   -0.039    1.398   -0.622   -0.456   -0.263
 2010  9   -0.368   -0.001   -0.265   -0.858   -0.090    0.420   -0.216   -0.179   -0.557
 2010 10   -0.388    0.327   -0.293   -1.238    0.020   -1.413   -0.328   -0.100   -0.677
 2010 11   -0.300    0.909   -0.198   -1.675   -0.170   -5.919   -0.229    0.151   -0.751
 2010 12   -0.252    0.748   -0.009   -1.548   -0.530   -4.653   -0.040    0.217   -0.720
 2011  1   -0.399    0.472   -0.382   -1.332   -0.409   -1.070   -0.278   -0.126   -0.671
 2011  2   -0.343    0.909   -1.186   -0.820   -4.319   -0.338   -0.430   -0.511   -0.175
 2011  3   -0.358    1.057   -1.721   -0.485   -7.462   -0.383    0.046   -0.791    0.076
 2011  4   -0.644   -0.242   -0.706   -1.005    1.487   -1.024   -0.648   -0.578   -0.709
 2011  5   -0.762   -0.725   -0.574   -0.990    0.839   -0.666   -0.669   -0.650   -0.875
 2011  6   -0.680   -0.415   -0.672   -0.966   -0.613   -1.789   -0.599   -0.589   -0.771
 2011  7   -0.606   -0.815   -0.755   -0.238   -0.652   -0.287   -1.517   -0.751   -0.462
 2011  8   -0.548   -0.530   -0.549   -0.564   -0.715   -1.834   -0.844   -0.525   -0.570
 2011  9   -0.561   -0.116   -0.382   -1.209   -0.429   -3.132    0.008   -0.277   -0.845
 2011 10   -0.623   -0.435   -0.427   -1.018    0.134   -4.054   -0.369   -0.427   -0.819
 2011 11   -0.680   -0.280   -0.496   -1.285   -2.210   -5.008   -0.190   -0.418   -0.942
 2011 12   -0.543   -0.014   -1.111   -0.531   -3.147   -1.521    0.488   -0.723   -0.362
 2012  1   -0.759   -1.335    0.296   -1.207    3.090   -0.184    1.168   -0.257   -1.261
 2012  2   -0.850   -0.946   -0.709   -0.888    2.504   -0.501   -1.415   -0.771   -0.928
 2012  3   -0.769   -0.528   -0.915   -0.878   -0.418   -0.304   -1.915   -0.743   -0.795
 2012  4   -0.660   -0.725   -0.231   -1.021   -0.081   -0.175   -0.998   -0.370   -0.950
 2012  5   -0.577   -0.379   -0.437   -0.926   -0.763   -1.082   -0.551   -0.415   -0.739
 2012  6   -0.446   -0.149   -0.347   -0.857   -0.813   -1.203   -0.229   -0.282   -0.609
 2012  7   -0.510   -0.797   -0.513   -0.205   -0.541    0.059   -0.833   -0.612   -0.408
 2012  8   -0.553   -0.928   -0.607   -0.105   -0.497    0.853   -0.574   -0.712   -0.395
 2012  9   -0.534   -0.883   -0.606   -0.094   -0.546    1.578   -0.214   -0.696   -0.372
 2012 10   -0.607   -1.767   -0.847    0.855   -1.059    7.156   -0.399   -1.148   -0.066
 2012 11   -0.599   -1.368   -0.676    0.287   -3.002    4.142   -0.775   -0.893   -0.305
 2012 12   -0.633   -0.858   -0.977   -0.052   -0.143    0.737   -0.451   -0.931   -0.335
 2013  1   -0.676   -1.798    0.505   -0.676    8.970   -0.431   -3.659   -0.314   -1.038
 2013  2   -0.633   -0.836   -1.131    0.078    2.941    0.233   -1.386   -1.056   -0.211
 2013  3   -0.463   -0.289   -1.133    0.023   -4.014   -0.043   -0.531   -0.838   -0.089
 2013  4   -0.377   -0.372   -0.488   -0.273   -4.449   -0.748    0.259   -0.436   -0.318
 2013  5   -0.371   -0.283   -0.043   -0.792    0.403   -1.195    0.079   -0.115   -0.627
 2013  6   -0.322    0.146   -0.146   -0.991    0.285   -1.456   -0.056   -0.024   -0.620
 2013  7   -0.283    0.202   -0.006   -1.070    0.180   -1.123   -0.067    0.095   -0.661
 2013  8   -0.327    0.037   -0.210   -0.827   -0.035   -1.219   -0.078   -0.099   -0.555
 2013  9   -0.440   -0.491   -0.572   -0.255    0.003    1.381   -1.094   -0.520   -0.361
 2013 10   -0.472   -0.715   -0.890    0.201   -0.011    4.561   -0.704   -0.800   -0.144
 2013 11   -0.399   -0.288   -0.752   -0.164   -1.175    3.435   -1.165   -0.562   -0.236
 2013 12   -0.326    0.163   -0.819   -0.349   -4.181    0.149   -0.510   -0.455   -0.198
 2014  1   -0.347   -0.143   -0.028   -0.881   -1.104   -0.734   -1.007   -0.063   -0.631
 2014  2   -0.364   -0.036   -0.366   -0.707   -1.361   -0.066    0.635   -0.262   -0.465
 2014  3   -0.284   -0.127   -0.123   -0.611   -0.269   -0.094    1.053   -0.135   -0.434
 2014  4   -0.305   -0.515    0.092   -0.482    2.312    0.134   -0.286   -0.149   -0.461
 2014  5   -0.390   -0.518   -0.359   -0.287    0.623   -0.380   -0.524   -0.425   -0.355
 2014  6   -0.340   -0.397   -0.257   -0.361   -0.080   -1.040    0.022   -0.316   -0.363
 2014  7   -0.404   -0.826   -0.432    0.068   -0.478   -0.443   -0.173   -0.587   -0.221
 2014  8   -0.453   -0.723   -0.698    0.076   -0.549   -0.082   -0.427   -0.719   -0.187
 2014  9   -0.577   -0.967   -0.783    0.038   -0.201    0.556   -1.451   -0.845   -0.310
 2014 10   -0.607   -1.237   -0.832    0.282   -0.336    2.545   -1.350   -0.975   -0.238
 2014 11   -0.602   -1.034   -0.358   -0.390    0.034   -0.352   -0.252   -0.582   -0.622
 2014 12   -0.521   -0.877   -0.094   -0.573   -0.274   -0.547   -0.185   -0.340   -0.703
 2015  1   -0.564   -1.168    0.453   -0.946    4.632   -0.460   -2.250   -0.079   -1.049
 2015  2   -0.521   -0.389   -0.655   -0.527   -1.622   -0.026   -0.453   -0.530   -0.512
 2015  3   -0.402   -0.041   -0.952   -0.231   -3.800   -0.272   -0.456   -0.611   -0.192
 2015  4   -0.478   -0.752   -0.140   -0.529    2.115    0.236   -0.393   -0.341   -0.616
 2015  5   -0.387   -0.405   -0.183   -0.573    1.061   -0.545   -0.321   -0.278   -0.496
 2015  6   -0.311   -0.393   -0.217   -0.319    0.504    0.079   -0.957   -0.279   -0.343
 2015  7   -0.221   -0.242    0.136   -0.555    0.317   -0.597    0.140    0.004   -0.446
 2015  8   -0.287    0.413    0.357   -1.669    0.161   -1.736    0.627    0.369   -0.943
