year  mon  -70.0/   -20.0/    20.0/   -70.0/    60.0/   -70.0/    Cont.      0.0/    -70.0/
 2003 12    0.442    0.361    0.774    0.179    1.073    0.084    0.565    0.612    0.263
 2004  1    0.308    0.402    0.196    0.322    0.553    0.103   -0.015    0.255    0.364
 2004  2    0.315    0.360    0.607   -0.049    0.225    0.121   -0.206    0.561    0.057
 2004  3    0.430    0.344    0.819    0.112    0.137    0.042    1.908    0.671    0.177
 2004  4    0.262    0.177    0.461    0.146    1.001   -0.271    0.664    0.362    0.157
 2004  5    0.146    0.118    0.368   -0.060    0.612   -0.393    0.516    0.301   -0.017
 2004  6    0.090   -0.054    0.095    0.248    0.277    0.024   -0.544    0.039    0.143
 2004  7   -0.009   -0.062   -0.018    0.061    0.189   -0.882   -0.359   -0.035    0.018
 2004  8    0.074    0.193    0.075   -0.062    0.496   -0.233   -1.240    0.121    0.025
 2004  9    0.195    0.054    0.282    0.263    0.201   -0.003    0.117    0.189    0.202
 2004 10    0.267    0.271    0.298    0.231    0.288   -0.130    0.140    0.273    0.261
 2004 11    0.203    0.325    0.400   -0.146    0.241   -0.078    0.519    0.370    0.028
 2004 12    0.114    0.351    0.030   -0.067   -0.545    0.104    0.261    0.132    0.094
 2005  1    0.426    0.429    0.656    0.176    1.611    0.300    1.434    0.557    0.289
 2005  2    0.334    0.704    0.061    0.202    1.165   -0.220    0.956    0.301    0.368
 2005  3    0.310    0.579    0.407   -0.103    0.956   -0.065   -0.617    0.492    0.119
 2005  4    0.472    0.487    0.743    0.166    1.238    0.120    0.360    0.669    0.266
 2005  5    0.279    0.234    0.266    0.345    1.300    0.275   -0.636    0.256    0.303
 2005  6    0.251    0.313    0.447   -0.028    0.815    0.291    0.397    0.394    0.102
 2005  7    0.358    0.421    0.546    0.087    0.558   -0.122    1.056    0.485    0.226
 2005  8    0.261    0.298    0.447    0.019    0.655    0.498    0.388    0.382    0.134
 2005  9    0.399    0.362    0.610    0.217    0.340   -0.067    0.917    0.531    0.261
 2005 10    0.381    0.201    0.721    0.222    1.128    0.500    0.738    0.521    0.234
 2005 11    0.317    0.284    0.559    0.096    1.591    0.000    0.975    0.463    0.164
 2005 12    0.155    0.177    0.293   -0.018    1.765    0.505   -0.443    0.262    0.042
 2006  1    0.231    0.148    0.237    0.319    0.077    0.115    2.528    0.228    0.234
 2006  2    0.246    0.332    0.386   -0.000    0.797   -0.050   -0.483    0.377    0.109
 2006  3    0.254    0.041    0.495    0.240    0.741   -0.034   -0.263    0.319    0.187
 2006  4    0.234   -0.021    0.453    0.291   -0.081    0.426    1.890    0.303    0.163
 2006  5    0.070   -0.126    0.435   -0.097    0.866   -0.540    0.661    0.260   -0.130
 2006  6    0.164    0.062    0.496   -0.074    0.794   -0.143    0.820    0.333   -0.012
 2006  7    0.229    0.291    0.321    0.059    0.272   -0.485    1.377    0.314    0.140
 2006  8    0.232    0.233    0.401    0.049    0.692   -0.059    0.361    0.326    0.133
 2006  9    0.315    0.158    0.631    0.158    1.663   -0.035   -1.159    0.459    0.165
 2006 10    0.312    0.352    0.342    0.235    0.447    0.221   -1.050    0.339    0.284
 2006 11    0.190    0.201    0.293    0.068    0.854    0.114    0.673    0.240    0.139
 2006 12    0.285    0.414    0.456   -0.047    1.359   -0.404    1.074    0.439    0.123
 2007  1    0.543    0.605    0.869    0.124    0.955    0.091    0.380    0.759    0.317
 2007  2    0.332    0.435    0.469    0.069    0.513   -0.097   -1.066    0.472    0.186
 2007  3    0.346    0.232    0.664    0.138    0.455   -0.055    2.459    0.533    0.151
 2007  4    0.288    0.175    0.653    0.028    2.173    0.112   -0.039    0.492    0.075
 2007  5    0.175    0.190    0.378   -0.058    0.050   -0.122    0.936    0.331    0.013
 2007  6    0.184    0.175    0.456   -0.094    1.046    0.321    0.654    0.346    0.016
 2007  7    0.249    0.287    0.441    0.001    1.015    0.338    0.855    0.383    0.110
 2007  8    0.304    0.111    0.551    0.261    0.912    0.146    1.151    0.363    0.243
 2007  9    0.235    0.162    0.432    0.110    0.111   -0.809    0.484    0.314    0.153
 2007 10    0.199   -0.014    0.477    0.147    0.956   -0.205    1.179    0.284    0.111
 2007 11    0.112   -0.005    0.273    0.073    0.723    0.523    0.487    0.158    0.063
 2007 12    0.050   -0.168    0.114    0.231    0.923    0.014   -0.304    0.025    0.077
 2008  1   -0.119   -0.228   -0.146    0.035    0.168   -0.571   -0.741   -0.187   -0.048
 2008  2   -0.071   -0.314    0.193   -0.076   -0.037   -0.406   -0.109    0.022   -0.169
 2008  3    0.029   -0.447    0.818   -0.269    0.136   -0.516   -0.756    0.413   -0.372
 2008  4    0.019   -0.412    0.723   -0.242    0.318    0.361   -0.056    0.351   -0.330
 2008  5   -0.136   -0.437    0.309   -0.268    1.248    0.405   -0.353    0.075   -0.357
 2008  6   -0.036   -0.224    0.213   -0.088    0.280   -0.827    0.025    0.051   -0.127
 2008  7    0.073   -0.046    0.320   -0.056    0.363    0.185    0.290    0.168   -0.027
 2008  8    0.058   -0.062    0.357   -0.123    0.708   -0.061    0.135    0.179   -0.068
 2008  9    0.174    0.112    0.268    0.142    0.622    0.144   -0.227    0.198    0.148
 2008 10    0.169    0.158    0.384   -0.048    0.476   -0.699    0.021    0.273    0.060
 2008 11    0.207    0.165    0.311    0.144    0.699    0.137    0.395    0.256    0.156
 2008 12    0.141    0.035    0.368    0.019    1.028   -0.363   -0.629    0.245    0.031
 2009  1    0.244    0.002    0.534    0.210    1.023   -0.126    0.275    0.330    0.153
 2009  2    0.185    0.092    0.427    0.033   -0.562   -0.463    0.316    0.332    0.031
 2009  3    0.145   -0.066    0.422    0.090   -0.265    0.360    0.605    0.230    0.056
 2009  4    0.163    0.127    0.313    0.044    0.595   -0.558   -0.077    0.252    0.070
 2009  5    0.049    0.022    0.120    0.003    0.358    0.333    0.441    0.099   -0.004
 2009  6    0.011    0.145   -0.093   -0.029    0.150    0.421   -0.268   -0.011    0.035
 2009  7    0.323    0.516    0.065    0.378    0.209    0.924   -0.680    0.218    0.433
 2009  8    0.235    0.455    0.211    0.010    0.244    0.358   -0.060    0.309    0.158
 2009  9    0.462    0.584    0.564    0.212    0.902   -0.000    0.640    0.585    0.332
 2009 10    0.289    0.403    0.237    0.215    0.676    0.075   -1.616    0.308    0.269
 2009 11    0.319    0.478    0.266    0.192    0.248    0.587    1.393    0.323    0.314
 2009 12    0.196    0.520    0.020    0.013    1.534   -0.321   -1.934    0.197    0.194
 2010  1    0.589    0.718    0.661    0.364    1.410    0.304    0.027    0.716    0.457
 2010  2    0.516    0.953    0.179    0.377    0.692    0.351   -2.001    0.472    0.562
 2010  3    0.590    0.820    0.617    0.297    0.668    0.057    0.413    0.708    0.466
 2010  4    0.496    0.750    0.602    0.094    1.798   -0.445    0.711    0.675    0.310
 2010  5    0.524    0.769    0.649    0.109    2.077   -0.582   -0.384    0.723    0.316
 2010  6    0.487    0.478    0.638    0.336    0.549   -0.488    0.822    0.556    0.415
 2010  7    0.557    0.432    0.868    0.369    0.984   -0.555    0.837    0.687    0.422
 2010  8    0.546    0.370    0.969    0.295    1.217   -0.317    1.093    0.737    0.346
 2010  9    0.501    0.242    0.740    0.541    0.984    0.578    0.628    0.522    0.478
 2010 10    0.292    0.124    0.391    0.378    1.120    0.347    0.489    0.280    0.304
 2010 11    0.306   -0.083    0.683    0.348    1.188    0.121    0.016    0.410    0.198
 2010 12    0.212   -0.239    0.466    0.455    1.402    0.158   -0.858    0.222    0.201
 2011  1    0.076   -0.313    0.206    0.383    1.802   -0.105   -0.796    0.034    0.121
 2011  2    0.043   -0.235    0.050    0.354   -0.106   -0.591   -0.560   -0.019    0.108
 2011  3   -0.037   -0.299    0.206    0.003    1.385    0.090    0.065    0.048   -0.125
 2011  4    0.097   -0.171    0.361    0.122    0.559    0.080    0.124    0.199   -0.010
 2011  5    0.117   -0.040    0.226    0.178    0.810   -0.175   -0.471    0.165    0.066
 2011  6    0.290    0.154    0.464    0.258    0.892    0.427    0.519    0.366    0.210
 2011  7    0.321    0.221    0.534    0.206    0.583    0.603    1.422    0.408    0.229
 2011  8    0.279    0.200    0.560    0.068    0.757    0.686    1.181    0.425    0.125
 2011  9    0.279    0.142    0.516    0.184    0.999    0.920    0.251    0.374    0.181
 2011 10    0.080   -0.075    0.350   -0.031    0.630    0.125   -0.082    0.196   -0.042
 2011 11    0.023    0.011    0.095   -0.040    0.595   -0.016    0.319    0.067   -0.023
 2011 12    0.106    0.014    0.230    0.079    0.575   -0.384    0.609    0.156    0.055
 2012  1   -0.068   -0.126   -0.058   -0.012    0.630   -0.557    1.588   -0.084   -0.051
 2012  2   -0.130   -0.171   -0.031   -0.189    1.205   -0.196    0.626   -0.080   -0.182
 2012  3    0.065   -0.135    0.317    0.023   -0.089    0.107    3.293    0.134   -0.007
 2012  4    0.325   -0.132    0.912    0.219    1.422   -0.050    1.747    0.526    0.113
 2012  5    0.225   -0.055    0.845   -0.116    1.340   -0.244    1.381    0.546   -0.110
 2012  6    0.332   -0.034    0.829    0.219    1.830   -0.090    1.200    0.530    0.124
 2012  7    0.254    0.169    0.598   -0.017    0.794   -0.624    1.438    0.429    0.071
 2012  8    0.250    0.118    0.486    0.147    0.381    0.235    0.716    0.335    0.160
 2012  9    0.378    0.198    0.617    0.328    1.031   -0.012    0.276    0.447    0.306
 2012 10    0.290    0.216    0.401    0.255    1.021    0.216   -0.579    0.314    0.264
 2012 11    0.191    0.305    0.208    0.042    1.254    0.417    0.340    0.229    0.150
 2012 12    0.096    0.261   -0.150    0.169    0.559    0.372    0.082   -0.005    0.201
 2013  1    0.437    0.481    0.359    0.468    0.448    0.742    0.897    0.419    0.455
 2013  2    0.189    0.298    0.198    0.055   -0.269   -0.130   -0.834    0.243    0.132
 2013  3    0.199    0.287    0.265    0.028   -0.270   -0.611   -0.997    0.285    0.109
 2013  4    0.214    0.231    0.238    0.170    0.467    0.330   -0.552    0.240    0.187
 2013  5    0.136    0.120    0.409   -0.138    0.513   -0.553    0.190    0.321   -0.057
 2013  6    0.289    0.134    0.538    0.200    1.109   -0.495    0.721    0.379    0.195
 2013  7    0.219    0.061    0.343    0.266    0.500   -0.762    0.303    0.234    0.204
 2013  8    0.163    0.031    0.451    0.006    0.655    0.439    0.187    0.286    0.035
 2013  9    0.253    0.150    0.646   -0.049    0.613    0.512    0.897    0.471    0.026
 2013 10    0.203    0.035    0.540    0.036    0.801   -0.169   -0.786    0.361    0.039
 2013 11    0.128    0.041    0.279    0.065    0.133   -0.609   -0.270    0.193    0.060
 2013 12    0.155    0.043    0.297    0.130    1.136    0.376   -1.259    0.207    0.100
 2014  1    0.259   -0.023    0.551    0.270    1.403    0.049   -0.394    0.356    0.158
 2014  2    0.159   -0.028    0.312    0.210    1.657   -0.353   -1.263    0.205    0.111
 2014  3    0.212    0.040    0.456    0.146    1.192   -0.230   -0.695    0.326    0.092
 2014  4    0.249    0.152    0.518    0.073    0.608   -0.207    0.176    0.417    0.074
 2014  5    0.284    0.179    0.558    0.113    0.839    0.158    0.113    0.419    0.144
 2014  6    0.344    0.446    0.322    0.250    0.461   -0.646    0.179    0.372    0.315
 2014  7    0.349    0.449    0.349    0.235    0.619    0.423    0.062    0.395    0.301
 2014  8    0.191    0.063    0.515   -0.009    0.799    0.122   -0.156    0.352    0.022
 2014  9    0.205    0.154    0.375    0.081    0.092   -0.026    0.383    0.294    0.111
 2014 10    0.269    0.186    0.419    0.203    0.499   -0.040    0.785    0.332    0.203
 2014 11    0.242    0.272    0.310    0.134    1.394    0.057   -1.528    0.292    0.189
 2014 12    0.283    0.281    0.430    0.130    1.050   -0.449    0.820    0.383    0.180
 2015  1    0.367    0.155    0.785    0.163    0.499   -0.330    1.249    0.559    0.166
 2015  2    0.327    0.087    0.665    0.239    0.580   -0.270   -0.204    0.472    0.175
 2015  3    0.254    0.095    0.578    0.090    0.861    0.033    1.629    0.399    0.103
 2015  4    0.175    0.110    0.392    0.016    0.653   -0.381    0.459    0.287    0.056
 2015  5    0.309    0.243    0.517    0.164    0.733    0.310    0.135    0.437    0.176
 2015  6    0.391    0.413    0.552    0.192    0.589   -0.701    1.365    0.494    0.283
 2015  7    0.288    0.501    0.345   -0.017    0.354   -0.701    0.329    0.401    0.170
 2015  8    0.390    0.518    0.370    0.267    0.268    0.223    0.228    0.422    0.357
